snapped_at,price,market_cap,total_volume
2017-11-09 00:00:00 UTC,276.8201378160315,26471769149.61793,594138646.5041537
2017-11-10 00:00:00 UTC,258.3190380305316,24707842716.610397,557608360.2772322
2017-11-11 00:00:00 UTC,271.0941206617424,25935226981.04621,530324163.69481736
2017-11-12 00:00:00 UTC,269.4018528347704,25778737590.919098,1005815639.755215
2017-11-13 00:00:00 UTC,270.3705473459978,25877045582.70353,671644805.9436557
2017-11-14 00:00:00 UTC,287.44249473700404,27516752744.6355,430580063.97984904
2017-11-15 00:00:00 UTC,283.756788396507,27169733486.9679,439745376.87646
2017-11-16 00:00:00 UTC,280.297004018391,26844128163.9425,459128947.51838094
2017-11-17 00:00:00 UTC,282.716866153308,27081656123.0052,346767582.72967005
2017-11-18 00:00:00 UTC,295.774257164879,28338440663.0658,371443847.323964
2017-11-19 00:00:00 UTC,301.09366526472303,28854248851.1,760168028.663422
2017-11-20 00:00:00 UTC,311.665730259494,29873744618.6167,435931041.63111
2017-11-21 00:00:00 UTC,307.619560830532,29492195129.4326,568358531.6132361
2017-11-22 00:00:00 UTC,321.02445331396,30783910904.0087,425335310.991233
2017-11-23 00:00:00 UTC,348.10868654797,33388183263.7441,1145524990.12586
2017-11-24 00:00:00 UTC,398.111063803551,38192202867.6184,1434019128.74281
2017-11-25 00:00:00 UTC,391.7644822653,37591288819.5658,890434995.7090529
2017-11-26 00:00:00 UTC,393.24927834727697,37741788429.2008,711748115.190451
2017-11-27 00:00:00 UTC,407.010397436485,39070734769.0824,825767051.386881
2017-11-28 00:00:00 UTC,400.145874294066,38419909285.0432,540850281.6861169
2017-11-29 00:00:00 UTC,361.470010995456,34713846607.3008,1573687853.2185302
2017-11-30 00:00:00 UTC,381.631472771106,36657850399.9621,1094669741.50714
2017-12-01 00:00:00 UTC,395.07577939088304,37957331791.7451,615426874.090716
2017-12-02 00:00:00 UTC,395.07037365986804,37964790086.3604,480432169.314763
2017-12-03 00:00:00 UTC,389.181417816686,37406821517.2371,432864189.468514
2017-12-04 00:00:00 UTC,397.88095795179396,38251095580.4452,471727643.01620704
2017-12-05 00:00:00 UTC,394.823359152158,37965310070.579,498804567.435311
2017-12-06 00:00:00 UTC,380.137499573368,36560248231.0806,5012305.00882761
2017-12-07 00:00:00 UTC,383.797366778557,36921019219.8695,822515334.414392
2017-12-08 00:00:00 UTC,397.72327518576003,38268795528.3973,1342183094.33463
2017-12-09 00:00:00 UTC,409.402406876909,39400974021.7415,941945317.6608
2017-12-10 00:00:00 UTC,379.616822179591,36542160535.4745,765030694.69049
2017-12-11 00:00:00 UTC,432.21758505643,41614307593.8465,879005139.336861
2017-12-12 00:00:00 UTC,563.634668037466,54278869620.3567,3144152230.3393803
2017-12-13 00:00:00 UTC,599.5481784451349,57749630481.2417,2294801020.85846
2017-12-14 00:00:00 UTC,598.373325163858,57648896967.2775,2166432446.3478103
2017-12-15 00:00:00 UTC,589.558759207288,56812063994.1821,1652143321.8784301
2017-12-16 00:00:00 UTC,597.339801316428,57574079453.616,1125996460.78605
2017-12-17 00:00:00 UTC,620.664796750692,59834847744.4474,1105083947.54669
2017-12-18 00:00:00 UTC,677.328618787162,65311271859.528,1785605146.14082
2017-12-19 00:00:00 UTC,701.1034985806031,67618392453.3293,2013630061.3398602
2017-12-20 00:00:00 UTC,684.7703298061859,66057269652.9671,1830527555.30291
2017-12-21 00:00:00 UTC,685.3670513098091,66128818776.9551,1590688607.83569
2017-12-22 00:00:00 UTC,565.625641928537,54582993227.4886,2227309167.94627
2017-12-23 00:00:00 UTC,603.351174548079,58240367852.6438,1089373446.66965
2017-12-24 00:00:00 UTC,578.761125700834,55878557900.4835,1032529414.5968901
2017-12-25 00:00:00 UTC,618.153638076932,59694256140.1416,1046554027.70495
2017-12-26 00:00:00 UTC,652.797840756434,63053407247.77599,882667080.670748
2017-12-27 00:00:00 UTC,642.856134871903,62106288761.4697,765435249.5310991
2017-12-28 00:00:00 UTC,617.049013213643,59625531299.5981,847793854.302819
2017-12-29 00:00:00 UTC,629.505656705473,60842096276.4497,977210333.0277929
2017-12-30 00:00:00 UTC,613.85272562777,59342050874.6177,1088072015.7074802
2017-12-31 00:00:00 UTC,645.465299603028,62411022216.8028,939306225.53431
2018-01-01 00:00:00 UTC,646.072905575396,62483292930.7423,917085177.3823711
2018-01-02 00:00:00 UTC,726.835043945575,70307274214.7469,2255354883.80698
2018-01-03 00:00:00 UTC,801.9615630493762,77592185505.79318,1922478880.5045824
2018-01-04 00:00:00 UTC,810.6676415373637,78448160940.72757,2284013096.910716
2018-01-05 00:00:00 UTC,835.3933079212027,80862244434.63553,2406507179.02992
2018-01-06 00:00:00 UTC,874.5722678176128,84672841432.4154,1517034911.3226027
2018-01-07 00:00:00 UTC,945.0260503687764,91514100961.4679,1899283572.2668746
2018-01-08 00:00:00 UTC,989.9636563336177,95885601846.101,4021548734.2139664
2018-01-09 00:00:00 UTC,1141.0470918984188,110543544575.8164,3560713672.896865
2018-01-10 00:00:00 UTC,1125.2099555002117,109032997716.52444,4934870884.437693
2018-01-11 00:00:00 UTC,982.1082997214894,95187004942.83684,3076422882.8445263
2018-01-12 00:00:00 UTC,1079.43756301398,104642502687.49428,2108363942.4092352
2018-01-13 00:00:00 UTC,1187.0790093245453,115102426218.1194,2581272247.740391
2018-01-14 00:00:00 UTC,1156.0662258765994,112119684076.5087,2272643262.678119
2018-01-15 00:00:00 UTC,1084.2047490098564,105170166757.4572,1988101320.7417734
2018-01-16 00:00:00 UTC,871.0386353615685,84509913964.20462,4236883307.401602
2018-01-17 00:00:00 UTC,838.8291877364821,81404863847.3333,4516755932.181125
2018-01-18 00:00:00 UTC,846.8233441341638,82198148494.58177,2632208676.7603045
2018-01-19 00:00:00 UTC,856.6394338995402,83168643522.78465,1691465833.9809258
2018-01-20 00:00:00 UTC,959.7559248336363,93199843982.9153,1577414696.3008282
2018-01-21 00:00:00 UTC,859.6077018765433,83491908958.85645,1496407789.1678753
2018-01-22 00:00:00 UTC,816.2308674412434,79295786445.09908,1736484317.8403196
2018-01-23 00:00:00 UTC,805.6983230593283,78289062298.7148,1756637601.977358
2018-01-24 00:00:00 UTC,852.9152801125807,82894654403.18706,1510057309.8132179
2018-01-25 00:00:00 UTC,855.0699345531079,83121417598.57233,1693567470.3991404
2018-01-26 00:00:00 UTC,843.7849397237285,82041629050.45317,1710532729.1200595
2018-01-27 00:00:00 UTC,881.5844273085858,85730062886.01816,1281207523.7325134
2018-01-28 00:00:00 UTC,995.8925333588677,96871974501.11256,2499938326.2206717
2018-01-29 00:00:00 UTC,944.8913737208037,91930423501.07,1620146672.9602802
2018-01-30 00:05:11 UTC,938.3051342781563,91289107403.48727,1620577951.4503224
2018-01-31 00:00:00 UTC,853.1798808685777,83024940886.4011,2072647622.51078
2018-02-01 00:00:00 UTC,890.594981951949,86684113946.47244,1729682333.4058046
2018-02-02 00:00:00 UTC,816.5048682334049,79489299683.73033,2729690002.96723
2018-02-03 00:00:00 UTC,734.2034648475408,71492178408.5576,3725326500.362125
2018-02-04 00:00:00 UTC,755.7076203818103,73601085696.4179,1506919898.733655
2018-02-05 00:00:00 UTC,671.5389297117667,65417233531.9773,1514325671.4911926
2018-02-06 00:00:00 UTC,552.93202163255,53874614144.78709,2376705410.8161426
2018-02-07 00:00:00 UTC,634.4786740978691,61833385665.25094,4055210436.7844725
2018-02-08 00:05:23 UTC,613.1397614777553,59766334747.3355,2149295970.8370576
2018-02-09 00:00:00 UTC,658.7899547411432,64229569229.839874,1840337102.437188
2018-02-10 00:00:00 UTC,711.2292814712705,69356636456.49643,1314034453.7207556
2018-02-11 00:00:00 UTC,697.687741215538,68050494101.045616,1479529445.8989012
